VIN,Error Code,Error Text,Vehicle Descriptor,Destination Market,Make,Manufacturer Name,Model,Model Year,Plant City,Series,Trim,Vehicle Type,Plant Country,Plant Company Name,Plant State,Body Class,Doors,Gross Vehicle Weight Rating From,Trailer Type Connection,Trailer Body Type,Custom Motorcycle Type,Motorcycle Suspension Type,Motorcycle Chassis Type,Bus Floor Configuration Type,Bus Type,Drive Type,Brake System Type,Engine Number of Cylinders,Displacement (CC),Displacement (CI),Displacement (L),Fuel Type - Primary,Engine Configuration,Other Engine Info,Turbo,Seat Belt Type,Front Air Bag Locations,Side Air Bag Locations,Tire Pressure Monitoring System (TPMS) Type,Wheel Base (inches) From,Gross Vehicle Weight Rating To,Bed Type,Cab Type,Number of Wheels,Wheel Size Front (inches),Wheel Size Rear (inches),Steering Location,Number of Seats,Number of Seat Rows,Transmission Style,Axles,Battery Voltage (Volts) From,Engine Model,Fuel Type - Secondary,Engine Brake (hp) From,Electrification Level,Engine Manufacturer,Knee Air Bag Locations,Anti-lock Braking System (ABS),Electronic Stability Control (ESC),Traction Control,Auto-Reverse System for Windows and Sunroofs,Automatic Pedestrian Alerting Sound (for Hybrid and EV only),Keyless Ignition,Adaptive Cruise Control (ACC),Crash Imminent Braking (CIB),Forward Collision Warning (FCW),Dynamic Brake Support (DBS),Pedestrian Automatic Emergency Braking (PAEB),Blind Spot Warning (BSW),Lane Departure Warning (LDW),Lane Keeping Assistance (LKA),Backup Camera,Rear Cross Traffic Alert,Automatic Crash Notification (ACN) / Advanced Automatic Crash Notification (AACN),Daytime Running Light (DRL),Headlamp Light Source,Semiautomatic Headlamp Beam Switching,Base Price ($),Fuel Delivery / Fuel Injection Type,Top Speed (MPH),Transmission Speeds,Valve Train Design,Curtain Air Bag Locations,Other Restraint System Info,Active Safety System Note,Series2,Rear Automatic Emergency Braking,Brake System Description,Blind Spot Intervention (BSI),Lane Centering Assistance,Note,Pretensioner,Trim2,Seat Cushion Air Bag Locations,Adaptive Driving Beam (ADB),Engine Stroke Cycles,Event Data Recorder (EDR),Cooling Type,Parking Assist,Windows,Additional Error Text,Engine Brake (hp) To,Wheel Base Type,Entertainment System,SAE Automation Level From,Battery Type,Wheel Base (inches) To,Battery Energy (kWh) From,Number of Battery Packs per Vehicle,EV Drive Unit,Track Width (inches),Curb Weight (pounds),Suggested VIN,Other Battery Info,Charger Power (kW)
1FM5K8GT9EGA00670,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1FM5K8GT*EG,,FORD,FORD MOTOR COMPANY,Explorer,2014,CHICAGO,,Sport,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),Chicago Assembly,ILLINOIS,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,Hydraulic,6,3500.0,213.58310433156,3.5,Gasoline,V-Shaped,,,Manual,1st Row (Driver and Passenger),1st and 2nd and 3rd Rows,Direct,,,,,,,,,,,,,,,,365,,Ford,Passenger Seat Only,,,,,,,,,,,,,,,,,,,,,,Stoichiometric Gasoline Direct Injection (SGDI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1FM5K8GT4HGA06204,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1FM5K8GT*HG,,FORD,FORD MOTOR COMPANY,Explorer,2017,CHICAGO,,Sport,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),Chicago Assembly,ILLINOIS,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,Hydraulic,6,3500.0,213.58310433156,3.5,Gasoline,V-Shaped,,Yes,Manual,1st Row (Driver and Passenger),1st and 2nd and 3rd Rows,Direct,112.80,,,,4,20,20,Left-Hand Drive (LHD),7,3,,2,,3.5L GTDI,,365,,Ford,Passenger Seat Only,Standard,Standard,Standard,Standard,,Standard,Optional,,Optional,Standard,,Optional,,,Standard,,Standard,Standard,,Standard,45355.00,Stoichiometric Gasoline Direct Injection (SGDI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2GNFLGEK1E6369072,0,0 - VIN decoded clean. Check Digit (9th position) is correct,2GNFLGEK*E6,,CHEVROLET,GENERAL MOTORS LLC,Equinox,2014,CAMI,,2LT,MULTIPURPOSE PASSENGER VEHICLE (MPV),CANADA,GMNA,ONTARIO,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,AWD/All-Wheel Drive,Hydraulic,4,2400.0,146.45698582735,2.4,Gasoline,,,,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Direct,,,,,,,,,,,,,,"LEA - Flex Fuel (Gas/Alc), Aluminum, High Output",Ethanol (E85),,,,,,,,,,,,,,,,,,,,,,,,,,Stoichiometric Gasoline Direct Injection (SGDI),,,Dual Overhead Cam (DOHC),All Rows,AY0 - Active Manual Belts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3N1AB7APXKY375442,0,0 - VIN decoded clean. Check Digit (9th position) is correct,3N1AB7AP*KY,,NISSAN,"NISSAN MEXICANA, S.A. DE C.V.",Sentra,2019,AGUASCALIENTES,,,PASSENGER CAR,MEXICO,"Nissan Mexicana, S.A. de C.V.",AGUASCALIENTES,Sedan/Saloon,4,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4x2,,,1800.0,109.84273937051,1.8,Gasoline,,,,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1st and 2nd Rows,"Driver and passenger frontal air bags, 3-point manual belts, side air bags, and curtain side air bags  2nd row outboard 3-point manual belts and curtain side air bags  2nd row center 3-point manual belts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5N1AR2MM0GC622783,0,0 - VIN decoded clean. Check Digit (9th position) is correct,5N1AR2MM*GC,,NISSAN,"NISSAN NORTH AMERICA, INC.",Pathfinder,2016,SMYRNA,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),Nissan North America Inc.,TENNESSEE,Crossover Utility Vehicle (CUV),4,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,,6,3500.0,213.58310433156,3.5,Gasoline,V-Shaped,,,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Direct,,,,,,,,,,,,,,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,1st and 2nd and 3rd Rows,2nd row outboard and center 3-point manual belts; 3rd row outboard 3-point manual belts,,Wagon body style,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5J6TF2H51DL001762,0,0 - VIN decoded clean. Check Digit (9th position) is correct,5J6TF2H5*DL,,HONDA,"AMERICAN HONDA MOTOR CO., INC.",Crosstour,2013,EAST LIBERTY,,EX-L V6,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),,OHIO,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,FWD/Front-Wheel Drive,,6,3474.057568,212,3.474057568,Gasoline,V-Shaped,,,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,,,,,,,,,,,Automatic,,,,,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Overhead Cam (SOHC),1st and 2nd Rows,"seat belts: front, rear, and rear center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDDSJ4GBXKN764843,0,0 - VIN decoded clean. Check Digit (9th position) is correct,WDDSJ4GB*KN,,MERCEDES-BENZ,MERCEDES-BENZ CARS,CLA-Class,2019,KECSKEMET,,CLA250-4M,PASSENGER CAR,HUNGARY,,,Sedan/Saloon,4,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,AWD/All-Wheel Drive,,4,2000.0,122.04748818946,2.0,Gasoline,In-Line,"DFI, AM-7, TC",,Manual,1st Row (Driver and Passenger),1st and 2nd Rows,Direct,106.30,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,4,17,17,Left-Hand Drive (LHD),5,2,Automated Manual Transmission (AMT),2,,M270,,208,,,,Standard,Standard,Standard,Standard,,Standard,Optional,Optional,Optional,Standard,,Optional,Optional,Optional,Standard,,Standard,Standard,,Standard,35100.00,,,7,,,Type 2 seat belts for all occupants. Seat belts on all outboard designated seating positions are equipped with load limiters and pretensioners.,,,,,,,Some of the decoding information provided may vary for non-U.S. market vehicles.,Yes,,,,4,,,Optional,,,,,CD + Stereo,,,,,,,,,,,
KMHL34JJ3PA066268,0,0 - VIN decoded clean. Check Digit (9th position) is correct,KMHL34JJ*PA,,HYUNDAI,HYUNDAI MOTOR CO,Sonata,2023,ASAN,,SEL,PASSENGER CAR,SOUTH KOREA,,CHUNGCHEONG PROVINCE,Sedan/Saloon,4,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,2000.0,122.04748818946,2.0,Gasoline,,,,Manual,1st Row (Driver and Passenger),1st and 2nd Rows,Direct,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",Not Applicable,Not Applicable,,,,,5,2,Automatic,,270,GDI NU PE,Electric,,HEV (Hybrid Electric Vehicle) - Level Unknown,,Driver Seat Only,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,LED,Standard,,,,6,Dual Overhead Cam (DOHC),1st and 2nd Rows,,,,Optional,,Standard,,,,,,,,Standard,,,,,,,,,,,,,,,,,5.5Ah+39kW,39
WMWSS1C52FWN94867,0,0 - VIN decoded clean. Check Digit (9th position) is correct,WMWSS1C5*FW,,MINI,BMW AG,Paceman,2015,GRAZ,Cooper,,PASSENGER CAR,AUSTRIA,,,Hatchback/Liftback/Notchback,2,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,4,1597.7387400,97.5,1.6,Gasoline,,,,Manual,1st Row (Driver and Passenger),,Direct,,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,,,,,,,,,,,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manual Safety belts with driver and passenger dual-stage suppl.. restraint system (SRS) certified to the advanced aribag req'ments of FMVSS 208, S14",,,,,,,SAC: hatchback,,,,,,,,,,,,,,,,,,,,,,,,
1N4AL3AP2DC191858,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1N4AL3AP*DC,,NISSAN,"NISSAN NORTH AMERICA, INC.",Altima,2013,SMYRNA,,,PASSENGER CAR,UNITED STATES (USA),Smyrna Plant,TENNESSEE,Sedan/Saloon,4,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4x2,,4,2500.0,152.55936023683,2.5,Gasoline,,,,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Direct,,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1st and 2nd Rows,2nd row center 3-point manual belts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C4RJFCG9KC620959,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1C4RJFCG*KC,,JEEP,FCA US LLC,Grand Cherokee,2019,DETROIT,,Overland,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),Jefferson North Assembly,MICHIGAN,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,Hydraulic,6,3600.0,219.68547874103,3.6,Gasoline,V-Shaped,,,Manual,1st Row (Driver and Passenger),All Rows,Direct,114.80,,,,4,20,20,Left-Hand Drive (LHD),5,2,,,,,,295,,FCA,,Standard,Standard,Standard,Standard,,Standard,Optional,Optional,Optional,Standard,,Standard,Optional,,Standard,,,Standard,,Standard,46245.00,,,,,,,,,,,,,,,,,,,,,Optional,,,,,,,,,,,,,,,,
3N8CM0JT9FK719067,0,0 - VIN decoded clean. Check Digit (9th position) is correct,3N8CM0JT*FK,,NISSAN,"NISSAN MEXICANA, S.A. DE C.V.",NV200,2015,CIVAC PLANT,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),MEXICO,"Nissan Mexicana, S.A. de C.V.",MORELOS,Van,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4x2,,4,2000.0,122.04748818946,2.0,Gasoline,,,,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Direct,,,,,,,,,,,,,,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,1st and 2nd Rows,Front row: 3-point manual belts;  2nd row: outboard and center 3-point belts.  ,,,,,,,Model Code 0,,,,,,,,,,,,,,,,,,,,,,,,
3KPF24AD8LE261451,0,0 - VIN decoded clean. Check Digit (9th position) is correct,3KPF24AD*LE,,KIA,KIA MEXICO S.A. DE C.V.,Forte,2020,TIJUANA,,"FE, LXS",PASSENGER CAR,MEXICO,Kia Motors Mexico S.A. De C.V. (KMM),,Sedan/Saloon,4,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,4,2000,122.0474881894,2,Gasoline,,,,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,,,,,,,,,,MPI Nu,,147,,KMC,,,,,,,,,,,,,,,,,,,,,,,,,,,1st and 2nd Rows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2FMDK4KC0CBA56965,0,0 - VIN decoded clean. Check Digit (9th position) is correct,2FMDK4KC*CB,,FORD,"FORD MOTOR COMPANY OF CANADA, LTD.",Edge,2012,OAKVILLE,,Limited,MULTIPURPOSE PASSENGER VEHICLE (MPV),CANADA,Oakville,ONTARIO,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,AWD/All-Wheel Drive,Hydraulic,6,3500.0,213.58310433156,3.5,Gasoline,V-Shaped,Ti-VCT,,Manual,1st Row (Driver and Passenger),1st and 2nd Rows,Direct,,,,,,,,,,,,,,,,285,,Ford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KL77LKEPXSC286834,0,0 - VIN decoded clean. Check Digit (9th position) is correct,KL77LKEP*SC,,CHEVROLET,GENERAL MOTORS LLC,Trax,2025,CHANGWON,,Activ,MULTIPURPOSE PASSENGER VEHICLE (MPV),SOUTH KOREA,,GYEONGSANGNAM-DO,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,FWD/Front-Wheel Drive,Hydraulic,3,1200.0,73.22849291367,1.2,Gasoline,,"L3, DI, DVCP, E15-E85, GEN 1",Yes,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Direct,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,,,,,LBP,,,,,,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Standard,Standard,Standard,Optional,Standard,Standard,LED,Standard,,,,,Dual Overhead Cam (DOHC),All Rows,AY0 - Active Manual Belts,,,Standard,,,,,,,,,,,,Optional,,,,,,,,,,,,,,,,
JHLRE483X8C005041,0,0 - VIN decoded clean. Check Digit (9th position) is correct,JHLRE483*8C,,HONDA,"HONDA MOTOR CO., LTD.",CR-V,2008,SAYAMA,,LX,MULTIPURPOSE PASSENGER VEHICLE (MPV),JAPAN,,SAITAMA,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,Hydraulic,4,2359.737216,144,2.359737216,Gasoline,In-Line,,,,,,Direct,,,,,,,,,,,Automatic,,,K24Z1,,166,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Dual Overhead Cam (DOHC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2G4GS5GX4G9191300,0,0 - VIN decoded clean. Check Digit (9th position) is correct,2G4GS5GX*G9,,BUICK,GENERAL MOTORS LLC,Regal,2016,OSHAWA,,Premium II,PASSENGER CAR,CANADA,GMNA Oshawa #1 (OSH),ONTARIO,Sedan/Saloon,4,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,4,2000.0,122.04748818946,2.0,Gasoline,In-Line,,Yes,Manual,1st Row (Driver and Passenger),1st and 2nd Rows,Direct,,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,,,,,,,,,,"LTG - SIDI, ALUM, VVT, E85 MAX",Ethanol (E85),,,,,,,,,,,,,,,,,,,,,,,,,,Stoichiometric Gasoline Direct Injection (SGDI),,,Dual Overhead Cam (DOHC),All Rows,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
3VWC57BU3KM154058,0,0 - VIN decoded clean. Check Digit (9th position) is correct,3VWC57BU*KM,,VOLKSWAGEN,VOLKSWAGEN DE MEXICO SA DE CV,Jetta,2019,PUEBLA,,"S, SE, R-Line",PASSENGER CAR,MEXICO,,,Sedan/Saloon,4,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,4,1400.0,85.43324173262,1.4,Gasoline,,Emissions Certification Test Group: KVGAV01.4V1P; Federal/California Emission Standard: Tier 3 BIN 30/Lev3 SULEV30  ,Yes,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Indirect,105.70,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,4,,,Left-Hand Drive (LHD),5,2,Automatic,2,,1.4 TSI,,147,,VW,,Standard,Standard,Standard,Standard,,Standard,,Standard,Standard,Standard,,Standard,,,Standard,,,Standard,,Standard,22395.00,,127,8,,All Rows,Advanced Front Airbags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1N4BL4DW4LC225312,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1N4BL4DW*LC,,NISSAN,"NISSAN NORTH AMERICA, INC.",Altima,2020,SMYRNA,,SV,PASSENGER CAR,UNITED STATES (USA),Nissan North America Inc.,TENNESSEE,Sedan/Saloon,4,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,,,2500.0,152.55936023683,2.5,Gasoline,,,,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,,,,,,,,,,,,,,,,,,,,1st and 2nd Rows,"3-Point Manual Belts, 2nd row outboard 3-Point Manual Belts, 2nd row center 3-Point Manual Belts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JN8AS5MV3DW130492,0,0 - VIN decoded clean. Check Digit (9th position) is correct,JN8AS5MV*DW,,NISSAN,"NISSAN MOTOR COMPANY, LTD",Rogue,2013,MIYAWAKA,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),JAPAN,Kyushu Plant,FUKUOKA,Crossover Utility Vehicle (CUV),4,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,,,2500.0,152.55936023683,2.5,Gasoline,,,,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Direct,,,,,4,,,,,,,,,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,1st and 2nd Rows,2nd row center 3-point manual belts,,Wagon body style,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5XYPGDA36KG570866,0,0 - VIN decoded clean. Check Digit (9th position) is correct,5XYPGDA3*KG,,KIA,"KIA GEORGIA, INC",Sorento,2019,WEST POINT,,"L, LX, S",MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),Kia Motors Manufacturing Georgia Inc (KMMG),GEORGIA,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,,4,2400.0,146.45698582735,2.4,Gasoline,,"GDI, THETA-II",,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Direct,,,,,,,,,,,,,,GDI THETA-II,,185,,KMC,,,,,,,,,,,,,,,,,,,,,,,,,,Dual Overhead Cam (DOHC),1st and 2nd Rows,,,Wagon Body Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALAK2V64FA765442,0,0 - VIN decoded clean. Check Digit (9th position) is correct,SALAK2V6*FA,,LAND ROVER,JAGUAR LAND ROVER LIMITED,LR4,2015,SOLIHULL,,HSE LUX,MULTIPURPOSE PASSENGER VEHICLE (MPV),ENGLAND,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,6,3000.0,183.07123228419,3.0,Gasoline,V-Shaped,,Yes,Manual,1st Row (Driver and Passenger),1st and 2nd and 3rd Rows,Direct,,,,,,,,,7,,Automatic,,,Super-charged LEV2 ULEV,,340,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5XYZG3AB2CG104220,0,0 - VIN decoded clean. Check Digit (9th position) is correct,5XYZG3AB*CG,,HYUNDAI,"KIA GEORGIA, INC",Santa Fe,2012,,,GL(Middle-low ),MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),"Kia Motor Manufacturing, Georgia",GEORGIA,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4x2,,,2400.0,146.45698582735,2.4,Gasoline,,,,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Direct,,,,,,,,,,,,,,DOHC MPI THETA-II,,,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint Fuel Injection (MPFI),,,Dual Overhead Cam (DOHC),1st and 2nd Rows,,,wagon body Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4T4BF1FK3DR322444,0,0 - VIN decoded clean. Check Digit (9th position) is correct,4T4BF1FK*DR,,TOYOTA,"TOYOTA MOTOR MANUFACTURING, NORTHERN KENTUCKY, INC.",Camry,2013,LAFAYETTE,ASV50L/GSV50L/AVV50L,,PASSENGER CAR,UNITED STATES (USA),"Subaru of Indiana Automobile, Inc",INDIANA,Sedan/Saloon,4,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4x2,,4,2500.0,152.55936023683,2.5,Gasoline,In-Line,,,Manual,1st Row (Driver and Passenger),All Rows,Direct,,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,,,,,,,,,,2AR-FE,,178,,,1st Row (Driver and Passenger),,,,,,,,,,,,,,,,,,,,,,Multipoint Fuel Injection (MPFI),,,,All Rows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3N1CP5CU7JL523446,0,0 - VIN decoded clean. Check Digit (9th position) is correct,3N1CP5CU*JL,,NISSAN,"NISSAN MEXICANA, S.A. DE C.V.",Kicks,2018,AGUASCALIENTES,,,PASSENGER CAR,MEXICO,"Nissan Mexicana, S.A. de C.V.",AGUASCALIENTES,Hatchback/Liftback/Notchback,4,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,1600.0,97.63799055157,1.6,Gasoline,,,,Manual,1st Row (Driver and Passenger),1st and 2nd Rows,Direct,103.1,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,4,,,Left-Hand Drive (LHD),5,2,,2,,,,,,,Driver Seat Only,Standard,Standard,Standard,Standard,,Standard,,Standard,,Standard,,,,,Standard,,,,,,18290,,110,,,1st and 2nd Rows,,Hill Start Assist; Intelligent Around View Mirror: Standard for SL trim; Rear Cross Traffic Alert: Standard for SV and SL trims; Blind Spot Detection: Standard for SV and SL trims; Daytime Running Lights: Standard for SL trim; Semiautomatic Headlamp Light Source: Standard for SL trim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2C4RDGCG4KR565146,0,0 - VIN decoded clean. Check Digit (9th position) is correct,2C4RDGCG*KR,,DODGE,FCA CANADA INC.,Grand Caravan,2019,WINDSOR,,SXT,MULTIPURPOSE PASSENGER VEHICLE (MPV),CANADA,Windsor Assembly,ONTARIO,Minivan,4,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,FWD/Front-Wheel Drive,Hydraulic,6,3600.0,219.68547874103,3.6,Gasoline,V-Shaped,,,Manual,1st Row (Driver and Passenger),All Rows,,,,,,,,,Left-Hand Drive (LHD),,,,,,,,283,,FCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
